filename,artist,style,genre,artist_label,Image Path,Feature File01,Feature File02,Feature File1,Feature File2,Feature File3
83094.jpg,Edvard Munch,Expressionism,portrait,9,/scratch/bbmr/syang7/art/Multitask100k/images/83094.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/9/83094.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/9/83094.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/9/83094.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/9/83094.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/9/83094.pt
88287.jpg,Lilla Cabot Perry,Impressionism,portrait,30,/scratch/bbmr/syang7/art/Multitask100k/images/88287.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/30/88287.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/30/88287.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/30/88287.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/30/88287.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/30/88287.pt
64226.jpg,Ivan Generalic,Naïve Art (Primitivism),genre painting,22,/scratch/bbmr/syang7/art/Multitask100k/images/64226.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/22/64226.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/22/64226.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/22/64226.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/22/64226.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/22/64226.pt
23370.jpg,Felicien Rops,Symbolism,illustration,11,/scratch/bbmr/syang7/art/Multitask100k/images/23370.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/11/23370.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/11/23370.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/11/23370.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/11/23370.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/11/23370.pt
76807.jpg,Vasily Perov,Realism,genre painting,43,/scratch/bbmr/syang7/art/Multitask100k/images/76807.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/43/76807.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/43/76807.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/43/76807.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/43/76807.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/43/76807.pt
102025.jpg,Thomas Sully,Romanticism,portrait,42,/scratch/bbmr/syang7/art/Multitask100k/images/102025.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/42/102025.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/42/102025.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/42/102025.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/42/102025.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/42/102025.pt
63071.jpg,Edvard Munch,Expressionism,portrait,9,/scratch/bbmr/syang7/art/Multitask100k/images/63071.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/9/63071.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/9/63071.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/9/63071.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/9/63071.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/9/63071.pt
90286.jpg,John Everett Millais,Realism,landscape,27,/scratch/bbmr/syang7/art/Multitask100k/images/90286.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/27/90286.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/27/90286.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/27/90286.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/27/90286.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/27/90286.pt
45876.jpg,Vasily Perov,Realism,genre painting,43,/scratch/bbmr/syang7/art/Multitask100k/images/45876.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/43/45876.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/43/45876.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/43/45876.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/43/45876.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/43/45876.pt
75488.jpg,Louise Elisabeth Vigee Le Brun,Rococo,self-portrait,31,/scratch/bbmr/syang7/art/Multitask100k/images/75488.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/31/75488.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/31/75488.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/31/75488.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/31/75488.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/31/75488.pt
83624.jpg,Paul Klee,Expressionism,marina,36,/scratch/bbmr/syang7/art/Multitask100k/images/83624.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/36/83624.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/36/83624.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/36/83624.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/36/83624.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/36/83624.pt
44039.jpg,Vasily Perov,Realism,genre painting,43,/scratch/bbmr/syang7/art/Multitask100k/images/44039.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/43/44039.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/43/44039.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/43/44039.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/43/44039.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/43/44039.pt
23644.jpg,Francesco Guardi,Baroque,genre painting,13,/scratch/bbmr/syang7/art/Multitask100k/images/23644.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/13/23644.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/13/23644.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/13/23644.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/13/23644.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/13/23644.pt
44957.jpg,Paul Klee,Expressionism,figurative,36,/scratch/bbmr/syang7/art/Multitask100k/images/44957.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/36/44957.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/36/44957.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/36/44957.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/36/44957.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/36/44957.pt
34730.jpg,Paul Klee,Expressionism,portrait,36,/scratch/bbmr/syang7/art/Multitask100k/images/34730.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/36/34730.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/36/34730.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/36/34730.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/36/34730.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/36/34730.pt
76334.jpg,Francesco Hayez,Romanticism,portrait,14,/scratch/bbmr/syang7/art/Multitask100k/images/76334.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/14/76334.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/14/76334.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/14/76334.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/14/76334.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/14/76334.pt
62074.jpg,Filippo Lippi,Early Renaissance,religious painting,12,/scratch/bbmr/syang7/art/Multitask100k/images/62074.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/12/62074.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/12/62074.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/12/62074.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/12/62074.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/12/62074.pt
75344.jpg,Vasily Perov,Realism,portrait,43,/scratch/bbmr/syang7/art/Multitask100k/images/75344.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/43/75344.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/43/75344.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/43/75344.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/43/75344.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/43/75344.pt
24337.jpg,Vladimir Makovsky,Realism,self-portrait,46,/scratch/bbmr/syang7/art/Multitask100k/images/24337.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/46/24337.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/46/24337.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/46/24337.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/46/24337.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/46/24337.pt
31459.jpg,Thomas Sully,Romanticism,portrait,42,/scratch/bbmr/syang7/art/Multitask100k/images/31459.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/42/31459.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/42/31459.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/42/31459.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/42/31459.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/42/31459.pt
50746.jpg,Vasily Perov,Realism,genre painting,43,/scratch/bbmr/syang7/art/Multitask100k/images/50746.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/43/50746.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/43/50746.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/43/50746.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/43/50746.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/43/50746.pt
79282.jpg,Arshile Gorky,Abstract Expressionism,abstract,5,/scratch/bbmr/syang7/art/Multitask100k/images/79282.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/5/79282.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/5/79282.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/5/79282.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/5/79282.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/5/79282.pt
81060.jpg,Maurice Denis,Symbolism,mythological painting,34,/scratch/bbmr/syang7/art/Multitask100k/images/81060.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/34/81060.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/34/81060.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/34/81060.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/34/81060.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/34/81060.pt
51436.jpg,Duccio,Proto Renaissance,religious painting,8,/scratch/bbmr/syang7/art/Multitask100k/images/51436.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/8/51436.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/8/51436.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/8/51436.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/8/51436.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/8/51436.pt
72311.jpg,Edward Hopper,Social Realism,cityscape,10,/scratch/bbmr/syang7/art/Multitask100k/images/72311.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/10/72311.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/10/72311.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/10/72311.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/10/72311.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/10/72311.pt
78569.jpg,Francis Picabia,Impressionism,landscape,15,/scratch/bbmr/syang7/art/Multitask100k/images/78569.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/15/78569.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/15/78569.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/15/78569.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/15/78569.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/15/78569.pt
65628.jpg,Alfred Wallis,Naïve Art (Primitivism),marina,1,/scratch/bbmr/syang7/art/Multitask100k/images/65628.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/1/65628.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/1/65628.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/1/65628.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/1/65628.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/1/65628.pt
103012.jpg,Vasily Perov,Realism,sketch and study,43,/scratch/bbmr/syang7/art/Multitask100k/images/103012.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/43/103012.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/43/103012.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/43/103012.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/43/103012.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/43/103012.pt
69847.jpg,Guy Rose,Impressionism,landscape,18,/scratch/bbmr/syang7/art/Multitask100k/images/69847.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/18/69847.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/18/69847.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/18/69847.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/18/69847.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/18/69847.pt
12986.jpg,Guy Rose,Impressionism,landscape,18,/scratch/bbmr/syang7/art/Multitask100k/images/12986.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/18/12986.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/18/12986.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/18/12986.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/18/12986.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/18/12986.pt
87269.jpg,Thomas Sully,Romanticism,portrait,42,/scratch/bbmr/syang7/art/Multitask100k/images/87269.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/42/87269.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/42/87269.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/42/87269.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/42/87269.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/42/87269.pt
55706.jpg,Guy Rose,Impressionism,landscape,18,/scratch/bbmr/syang7/art/Multitask100k/images/55706.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/18/55706.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/18/55706.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/18/55706.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/18/55706.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/18/55706.pt
66660.jpg,Sonia Delaunay,Orphism,illustration,40,/scratch/bbmr/syang7/art/Multitask100k/images/66660.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/40/66660.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/40/66660.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/40/66660.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/40/66660.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/40/66660.pt
54006.jpg,Lilla Cabot Perry,Impressionism,genre painting,30,/scratch/bbmr/syang7/art/Multitask100k/images/54006.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/30/54006.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/30/54006.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/30/54006.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/30/54006.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/30/54006.pt
19807.jpg,Henry Ossawa Tanner,Realism,religious painting,20,/scratch/bbmr/syang7/art/Multitask100k/images/19807.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/20/19807.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/20/19807.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/20/19807.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/20/19807.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/20/19807.pt
97813.jpg,Francesco Guardi,Baroque,genre painting,13,/scratch/bbmr/syang7/art/Multitask100k/images/97813.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/13/97813.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/13/97813.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/13/97813.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/13/97813.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/13/97813.pt
21975.jpg,Lovis Corinth,Academicism,mythological painting,32,/scratch/bbmr/syang7/art/Multitask100k/images/21975.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/32/21975.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/32/21975.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/32/21975.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/32/21975.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/32/21975.pt
92093.jpg,Rogier van der Weyden,Northern Renaissance,religious painting,38,/scratch/bbmr/syang7/art/Multitask100k/images/92093.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/38/92093.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/38/92093.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/38/92093.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/38/92093.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/38/92093.pt
99949.jpg,Lilla Cabot Perry,Impressionism,genre painting,30,/scratch/bbmr/syang7/art/Multitask100k/images/99949.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/30/99949.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/30/99949.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/30/99949.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/30/99949.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/30/99949.pt
12797.jpg,Walter Crane,Neo-Romanticism,genre painting,48,/scratch/bbmr/syang7/art/Multitask100k/images/12797.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/48/12797.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/48/12797.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/48/12797.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/48/12797.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/48/12797.pt
46552.jpg,Annibale Carracci,Baroque,religious painting,2,/scratch/bbmr/syang7/art/Multitask100k/images/46552.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/2/46552.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/2/46552.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/2/46552.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/2/46552.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/2/46552.pt
12765.jpg,Lilla Cabot Perry,Impressionism,portrait,30,/scratch/bbmr/syang7/art/Multitask100k/images/12765.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/30/12765.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/30/12765.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/30/12765.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/30/12765.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/30/12765.pt
60556.jpg,Guy Rose,Impressionism,landscape,18,/scratch/bbmr/syang7/art/Multitask100k/images/60556.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/18/60556.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/18/60556.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/18/60556.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/18/60556.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/18/60556.pt
14546.jpg,Lilla Cabot Perry,Impressionism,landscape,30,/scratch/bbmr/syang7/art/Multitask100k/images/14546.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/30/14546.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/30/14546.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/30/14546.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/30/14546.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/30/14546.pt
68609.jpg,Thomas Sully,Romanticism,portrait,42,/scratch/bbmr/syang7/art/Multitask100k/images/68609.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/42/68609.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/42/68609.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/42/68609.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/42/68609.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/42/68609.pt
6047.jpg,Jean-Michel Basquiat,Neo-Expressionism,figurative,26,/scratch/bbmr/syang7/art/Multitask100k/images/6047.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/26/6047.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/26/6047.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/26/6047.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/26/6047.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/26/6047.pt
77943.jpg,Francis Picabia,Impressionism,landscape,15,/scratch/bbmr/syang7/art/Multitask100k/images/77943.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/15/77943.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/15/77943.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/15/77943.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/15/77943.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/15/77943.pt
7358.jpg,Henry Ossawa Tanner,Impressionism,religious painting,20,/scratch/bbmr/syang7/art/Multitask100k/images/7358.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/20/7358.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/20/7358.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/20/7358.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/20/7358.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/20/7358.pt
41559.jpg,Thomas Sully,Romanticism,portrait,42,/scratch/bbmr/syang7/art/Multitask100k/images/41559.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/42/41559.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/42/41559.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/42/41559.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/42/41559.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/42/41559.pt
48628.jpg,Guy Rose,Impressionism,landscape,18,/scratch/bbmr/syang7/art/Multitask100k/images/48628.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/18/48628.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/18/48628.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/18/48628.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/18/48628.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/18/48628.pt
14329.jpg,Guy Rose,Impressionism,landscape,18,/scratch/bbmr/syang7/art/Multitask100k/images/14329.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/18/14329.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/18/14329.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/18/14329.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/18/14329.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/18/14329.pt
52114.jpg,Thomas Sully,Romanticism,portrait,42,/scratch/bbmr/syang7/art/Multitask100k/images/52114.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/42/52114.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/42/52114.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/42/52114.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/42/52114.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/42/52114.pt
97723.jpg,Guy Rose,Impressionism,landscape,18,/scratch/bbmr/syang7/art/Multitask100k/images/97723.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/18/97723.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/18/97723.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/18/97723.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/18/97723.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/18/97723.pt
97744.jpg,John Everett Millais,Realism,genre painting,27,/scratch/bbmr/syang7/art/Multitask100k/images/97744.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/27/97744.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/27/97744.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/27/97744.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/27/97744.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/27/97744.pt
62830.jpg,Edvard Munch,Impressionism,landscape,9,/scratch/bbmr/syang7/art/Multitask100k/images/62830.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/9/62830.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/9/62830.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/9/62830.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/9/62830.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/9/62830.pt
60809.jpg,Annibale Carracci,Baroque,religious painting,2,/scratch/bbmr/syang7/art/Multitask100k/images/60809.jpg,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet/2/60809.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_resnet2/2/60809.pt,/scratch/bbmr/syang7/art/Multitask100k/comments/2/60809.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_qwen/2/60809.pt,/scratch/bbmr/syang7/art/Multitask100k/comments_share/2/60809.pt
